AUTHOR,PUBLICATION DATE,TITLE,Thesis #,FILE NAME,Online
"Blair, Michael  L.",1983.0,"Geology of the lower Grider Creek-Grider Ridge area, Siskiyou County, California",1780.0,"Mackay048_Blair.pdf, Mackay048_Blair_map_0001.jpg, Mackay048_Blair_map_0002.jpg",
"Blair, Michael Lee",1983,"Geology Of The Lower Grider Creek-Grider Ridge Area, Siskiyou County, California.",,,https://search.proquest.com/docview/303170309?accountid=452
"Blasey, Barbara Lynn",1997,Development And Application Of A Drought Index For Northwestern Nevada,,,https://search.proquest.com/docview/304357297?accountid=452
"Blomquist, John T.",1971.0,"Current directions in the Diamond Peak Formation, an Upper Mississippian-Lower Pennsylvanian clastic wedge, east-central Nevada",570.0,"Mackay049_Blomquist.pdf, Mackay049_Blomquist_map_0002.jpg",
"Blum, Marcus E.",2014,Disturbance By Large Scale Gold Mining: Effects On Long Distance Migration In The Ruby Mountains Of Eastern Nevada,,,https://search.proquest.com/docview/1618232964?accountid=452
"Blum, Mitchell Lewis",2001,"Using Geographic Information Systems (Gis) To Aid In Watershed Management And Stream Restoration: Steamboat Creek, Nevada",,,https://search.proquest.com/docview/250920857?accountid=452
"Blustain, Jonah S.",2013,""You Could Bomb It Into Oblivion And Never Notice The Difference": An Archaeological Research Design For Nevada'S Uranium Mining Industry, 1951-1968",,,https://search.proquest.com/docview/1416346946?accountid=452
"Bohm, Burkhard ",1982.0,Controls on ground water chemistry in central and western Nevada,1731.0,Mackay050_Bohm.pdf,
"Bohm, Burkhard W.",1982,Controls On Ground Water Chemistry In Central And Western Nevada,,,https://search.proquest.com/docview/303247182?accountid=452
"Bonham, Harold F.",1962.0,"Areal geology of the northern half of Washoe County, Nevada",Tm B714,"Mackay051_Bonham.pdf, Mackay051_Bonham_map_0001.jpg, Mackay051_Bonham_map_0002.jpg, Mackay051_Bonham_map_0003.jpg, Mackay051_Bonham_map_0004.jpg",
"Bonne, Jochanan ",1970.0,Stochastic simulation of monthly streamflow by a multiple regression model utilizing precipitation data,497.0,Mackay052_Bonne.pdf,
"Bonne', Jochanan",1970,Stochastic Simulation Of Monthly Streamflow By A Multiple Regression Model Utilizing Precipitation Data,,,https://search.proquest.com/docview/302431198?accountid=452
"Boone, Richard L. ",1983.0,"Groundwater recharge and subsurface flow processes on a hillslope in the Clear Creek watershed, eastern Sierra Nevada",1772.0,Mackay053_Boone.pdf,
"Booth, George Martin",1960.0,"Heavy mineral study of the Coal Valley sediments in the lower Truckee River canyon, Washoe County, Nevada",Tm B725,"Mackay054_Booth.pdf, Mackay054_Booth_map_0001.jpg,  Mackay054_Booth_map_0002.jpg, Mackay054_Booth_map_0003.jpg",
"Borbas, Stephen John",1977,"The Geology Of Radioactive Mineral Occurrences Near Marietta, Nevada.",,,https://search.proquest.com/docview/302834024?accountid=452
"Borbas, Steve ",1977.0,"The geology of radioactive mineral occurrences near Marietta, Nevada",1200.0,"Mackay055_Borbas.pdf, Mackay055_Borbas_map_0001.jpg, Mackay055_Borbas_map_0002.jpg",http://search.proquest.com/docview/302834024/citation/9C6BAFAA645940B8PQ/1?accountid=452
"Borengasser, Marcus Xavier",1989.0,Structural analysis of eastern Mineral County Nevada using shuttle imaging Radar-B,2476.0,Mackay056_Borengasser.pdf,
"Borengasser, Marcus Xavier",1989,"Structural Analysis Of Eastern Mineral County, Nevada Using Shuttle Imaging Radar-B",,,https://search.proquest.com/docview/303705976?accountid=452
"Bormann, Jayne M.",2013,"New Insights Into Strain Accumulation And Release In The Central And Northern Walker Lane, Pacific-North American Plate Boundary, California And Nevada, Usa",,,https://search.proquest.com/docview/1444307225?accountid=452
"Bortz, Louis C.",1959.0,"Geology of the Copenhagen Canyon area, Monitor Range, Eureka County, Nevada",Tm B739,"Mackay057_Bortz.pdf, Mackay057_Bortz_map_0001.jpg, Mackay057_Bortz_map_0002.jpg, Mackay057_Bortz_map_0003.jpg",
"Boskie, Rachelle Maliana",2001,"Detailed Structure And Stratigraphy Of Lower Paleozoic Rocks Of The Getchell Trend, Osgood Mountains, Humboldt County, Nevada",,,https://search.proquest.com/docview/194162654?accountid=452
"Bosma-Douglas, Julia ",1987.0,"Geology and hydrothermal alteration of a portion of the eastern Excelsior Mountains, Mineral County, Nevada",2255.0,"Mackay058_Bosma-Douglas.pdf, Mackay058_Bosma-Douglas_map_0001.jpg, Mackay058_Bosma-Douglas_map_0002.jpg, Mackay058_Bosma-Douglas_map_0003.jpg ",
"Bosma-Douglas, Julia",1987,"Geology And Hydrothermal Alteration Of A Portion Of The Eastern Excelsior Mountains, Mineral County, Nevada",,,https://search.proquest.com/docview/303587175?accountid=452
"Botros, Farag Elia Farag",2007,On Upscaling Groundwater Flow And Transport Parameters In Porous And Fractured Media,,,https://search.proquest.com/docview/304840505?accountid=452
"Boudjema-Merabet, Mounira",1998,Heat Transport In Rock From A Ring Source,,,https://search.proquest.com/docview/304439487?accountid=452
"Boughton, Carol Jean",1986.0,Integrated geochemical and hydraulic analyses of Nevada Test Site ground water systems,2090.0,Mackay059_Boughton.pdf,
"Boughton, Carol Jean",1986,"Integrated Geochemical And Hydraulic Analyses Of Nevada Test Site Groundwater Systems (Radiocarbon, Tritium, Isotopes)",,,https://search.proquest.com/docview/303499133?accountid=452
"Bowman, Steven D.",2002,"Modeling Of Volcano Edifice And Flank Stability, And Hazard Zonation At Mount Adams, Washington",,,https://search.proquest.com/docview/305498589?accountid=452
"Bowman, Steven David",1998,"Rock Alteration And Strength Controls On The Stability Of The Cascade Range Volcanoes (Mount Rainier, Washington And Mount Hood, Oregon)",,,https://search.proquest.com/docview/304438772?accountid=452
"Boyle, Christopher Francis",2003,South Tahoe Redevelopment Agency'S Ski Run Project No. 1: An Analysis And Assessment,,,https://search.proquest.com/docview/250217843?accountid=452
"Boyle, Douglas Patrick",1996,"Partial Area Rainfall-Runoff Modeling: A Case Study In A Small, Undeveloped Catchment Near Lake Tahoe",,,https://search.proquest.com/docview/304281108?accountid=452
"Bradhurst, Stephen Thomas",1972.0,Cartographic description of Nevada population: 1970,704.0,"Mackay060_Bradhurst.pdf, Mackay060_Bradhurst_map_0001.jpg, Mackay060_Bradhurst_map_0002.jpg, Mackay060_Bradhurst_map_0003.jpg",
"Bradley, Francis Dean",1920.0,Elements of mine accounting,Tm B8lle,"Mackay061_Bradley.pdf, Mackay061_Bradley_map_0001.jpg, Mackay061_Bradley_map_0002.jpg, Mackay061_Bradley_map_0003.jpg",
"Bradley, Megan L.",2009,"Pre- And Post-Settlement Stand Development Of Woodland Ecosystems In Lincoln County, Nevada",,,https://search.proquest.com/docview/304941012?accountid=452
"Brailo, Courtney M.",2016,"&Lt;B&Gt;A Light Detecting And Ranging (Lidar) And Global Positioning System (Gps) Study Of The Truckee Meadows, Nv.&Lt;/B&Gt; Quaternary Fault Mapping With Arcgis, 3D Visualization And Computational Block Modeling Of The Greater Reno Area",,,https://search.proquest.com/docview/1808419306?accountid=452
"Branigan, Alyce Andrea",2003,There'S No Place Like Landscape: A Gis Analysis Of Prehistoric Site Locations In The Alvord Region Of The Northern Great Basin,,,https://search.proquest.com/docview/250225379?accountid=452
"Brantley, Alecia A.",2014,Community Respiration In Lakes: Understanding Habitat Contributions Along A Trophic Gradient And Nutrient Limitations In A Tropical Lake,,,https://search.proquest.com/docview/1618218398?accountid=452
"Bratberg, David ",1980.0,Hydrogeology of Dodge Flat and its relation to flow and quality changes in the Truckee River,1496.0,Mackay062_Bratberg.pdf,
"Bratberg, David Lee",1980,Hydrogeology Of Dodge Flat And Its Relation To Flow And Quality Changes In The Truckee River (Nevada),,,https://search.proquest.com/docview/302988797?accountid=452
"Breit, Frederick Joseph, Jr.",2000,Structural And Temporal Relationships And Geochemical Characteristics Of The East Brawley Peak Acid-Sulfate Prospect And The Adjacent Aurora Adularia-Sericite System,,,https://search.proquest.com/docview/304630909?accountid=452
"Breitmeyer, Ronald J.",2006,Thermal Convection In Laboratory-Scale Porous Media,,,https://search.proquest.com/docview/305274528?accountid=452
"Breland, Adrienne E.",2001,"Automatic Classification Of Vegetation And Land Degradation With Large-Scale, Color Infrared, Aerial Imagery",,,https://search.proquest.com/docview/250968967?accountid=452
"Bremner, Paul Robert",1977,Electrorefining Of Scrap In A Basic Amine Electrolyte.,,,https://search.proquest.com/docview/302872964?accountid=452
"Brennan, Peter Anderson",1968.0,"The geology of the N.A.S.A. Arizona sedimentary test site, Mohave County, Arizona",279.0,"Mackay064_Brennan.pdf, Mackay064_Brennan_map_0001.jpg, Mackay064_Brennan_map_0002.jpg",
"Brenner, Paul  R. ",1977.0,Electrorefining of scrap in a basic amine electrolyte,1152.0,Mackay063_Bremmer.pdf,
"Brewer, Kevin Edward",1994.0,Characterizing hierarchical heterogeneous porous media using multiscale information,3399.0,Mackay065_Brewer.pdf,
"Brewer, Kevin Edward",1994,Characterizing Hierarchical Heterogeneous Porous Media Using Multi-Scale Information,,,https://search.proquest.com/docview/304127552?accountid=452
"Briggs, Christian W.",2011,Mercury Release From Soils Amended With Flue Gas Desulfurization Solids,,,https://search.proquest.com/docview/917244560?accountid=452
"Briggs, Peter Graham ",1988.0,The hydraulic transport of minerals in inclined pipes,2422.0,Mackay066_Briggs.pdf,
"Briggs, Peter Graham",1988,The Hydraulic Transport Of Minerals In Inclined Pipes,,,https://search.proquest.com/docview/303566466?accountid=452
"Briggs, Richard W.",2004,"Active Faulting And Climate History In The Northern Walker Lane And Ruby Mountains, Nevada, United States Of America",,,https://search.proquest.com/docview/305162549?accountid=452
"Briner, William  D.",1980.0,"Geology of part of the Cucomungo area, Esmeralda County, Nevada",1424.0,"Mackay067_Briner.pdf, Mackay067_Briner_map_0001.jpg, Mackay067_Briner_map_0002.jpg, Mackay067_Briner_map_0003.jpg",
"Briner, William Donald",1980,"Geology Of Part Of The Cucomungo Area, Esmeralda County, Nevada.",,,https://search.proquest.com/docview/303022761?accountid=452
"Bristol, Loren Rowdy",1996,"A Geostatistical Investigation Of Sulfide Sulfur Values At The Barrick Goldstrike Mine, Eureka County, Nevada",,,https://search.proquest.com/docview/304275507?accountid=452
"Broadbent, Robert C.",1980.0,"Numerical modeling of the effects of artificial recharge in Las Vegas Valley, Nevada",1484.0,Mackay068_Broadbent.pdf,
"Broadbent, Robert Curtis",1980,"Numerical Modeling Of The Effects Of Artificial Recharge In Las Vegas Valley, Nevada.",,,https://search.proquest.com/docview/303028540?accountid=452
"Bromley, Matthew",2015,"Remotely Sensed Estimates Of Evapotranspiration In Agricultural Areas Of Northwestern Nevada: Drought, Reliance, And Water Transfers",,,https://search.proquest.com/docview/1760600079?accountid=452
"Brong, Brian S.",2005,A Study Of Flash Flood Potential In Western Nevada And Eastern California To Enhance Flash Flood Forecasting And Awareness,,,https://search.proquest.com/docview/305463811?accountid=452
"Bronson, Brent R.",1987.0,"An engineering analysis of the stability of Slide Mountain, Yosemite National Park, California",2226.0,Mackay069_Bronson.pdf,
"Bronson, Brent R.",1987,"An Engineering Analysis Of The Stability Of Slide Mountain, Yosemite National Park, California",,,https://search.proquest.com/docview/303608669?accountid=452
"Brooks, Allyson",1995,"Anticipating Mobility: How Cognitive Processes Influenced The Historic Mining Landscape In White Pine, Nevada, And The Black Hills Of South Dakota",,,https://search.proquest.com/docview/304218954?accountid=452
"Brooks, Howard ",1956.0,"Geology of a uranium deposit in the Virginia Mountains, Washoe County, Nevada",Tm B873,"Mackay070_Brooks.pdf, Mackay070_Brooks_map_0001.jpg, Mackay071_Brooks_map_section A_A.jpg",
"Brown, David L.",1987,Nitrate Cycling And Hydrologic Transport Mechanisms In A Sierra Nevada Headwaters Watershed (California; Groundwater Pollution),,,https://search.proquest.com/docview/303602117?accountid=452
"Brown, Julie M.",2011,"Photosynthesis, Respiration, Gas-Exchange, Diffusion, And Stable Isotopes Of Oxygen And Carbon In A Small Mesotrophic Lake (Castle Lake, Ca)",,,https://search.proquest.com/docview/917244564?accountid=452
"Brown, Scott L.",2006,Modeling Mercury Behavior In A Contaminated Desert Stream And Constructed Wetland,,,https://search.proquest.com/docview/305292297?accountid=452
"Bruce, James L. ",1981.0,"Geology of the eastern portion of the Indian Wells Canyon mining district, Kern County, California",1616.0,"Mackay071_BruceJ.pdf, Mackay071_BruceJ_map_0001.jpg, Mackay071_BruceJ_map_0002.jpg, Mackay071_BruceJ_map_0003.jpg, Mackay071_BruceJ_map_0003a.jpg, Mackay071_BruceJ_map_section A_A.jpg",
"Bruce, James Louis",1982,"Geology Of The Eastern Portion Of The Indian Wells Canyon Mining District, Kern County, California.",,,https://search.proquest.com/docview/303246643?accountid=452
"Bruce, Lorraine ",1984.0,Solute transport in a groundwater system with reversing regional gradients,1922.0,Mackay072_BruceL.pdf,
"Bruce, Lorraine P.",1984,Solute Transport In A Groundwater System With Reversing Regional Gradients.,,,https://search.proquest.com/docview/303300691?accountid=452
"Bruha, Douglas James ",1983.0,"Paragenetic and fluid-inclusion study of Pb-Zn-Ag mineralization at Mina Teresita, Huachocolpa district, Peru",1831.0,Mackay073_Bruha.pdf,
"Bruha, Douglas James",1984,"Paragenetic And Fluid-Inclusion Study Of Lead-Zinc-Silver Mineralization At Mina Teresita, Huachocolpa District, Peru.",,,https://search.proquest.com/docview/303298341?accountid=452
"Bryan, Dennis Paul",1972.0,"The geology and mineralization of the Chalk Mountain and Westgate mining districts, Churchill County, Nevada",714.0,"Mackay074_Bryan.pdf, Mackay074_Bryan_map_0001.jpg, Mackay074_Bryan_map_0002.jpg",
"Bryce, Robert  William",1981.0,"Phosphorus transfer between the liquid and solid phase in Lahontan Reservoir, Nevada",1589.0,Mackay075_Bryce.pdf,
"Bryce, Robert William",1981,"Phosphorus Transfer Between The Liquid And Solid Phase In Lahontan Reservoir, Nevada.",,,https://search.proquest.com/docview/303155384?accountid=452
"Buchanan, Paul K. ",1990.0,Determination of timing of recharge for geothermal fluids in the Great Basin using environmental isotopes and paleoclimate indicators,2648.0,Mackay076_Buchanan.pdf,
"Buchanan, Paul K.",1990,Determination Of Timing Of Recharge For Geothermal Fluids In The Great Basin Using Environmental Isotopes And Paleoclimate Indicators,,,https://search.proquest.com/docview/303856401?accountid=452
"Buck, Caroline Jo ",1985.0,Monitoring acoustic emissions during water flow though granular soils,1953.0,Mackay077_Buck.pdf,
"Buck, Caroline Jo",1985,Monitoring Acoustic Emissions During Water Flow Through Granular Soils,,,https://search.proquest.com/docview/303351999?accountid=452
"Budy, Jerry D.",1984,Drought Avoidance In Jeffrey Pine Ecotypes From The Eastside Sierra Nevada,,,https://search.proquest.com/docview/303298370?accountid=452
"Buff, Paul  Jeffrey",1976.0,"The foraminifera and paleoecology of the Vacaville Shale, Vacaville, California",1054.0,Mackay078_Buff.pdf,
"Buff, Paul Jeffrey",1976,"The Foraminifera And Paleoecology Of The Vacaville Shale, Vacaville, California.",,,https://search.proquest.com/docview/302805941?accountid=452
"Bugenig, Dale C.",1985.0,Well loss in fractured rock: a comparison of radial-flow and linear-flow analyses,1960.0,Mackay079_Bugenig.pdf,
